Image_name,output_0,output_1
spec_LA_E_2453205.png,0.827587902545929,-0.25029313564300537
spec_LA_E_6421288.png,-5.7983245849609375,4.624990940093994
spec_LA_E_6049858.png,-7.795712947845459,8.492648124694824
spec_LA_E_7926975.png,-5.901181221008301,5.065267086029053
spec_LA_E_3698225.png,-4.177107810974121,1.8549880981445312
spec_LA_E_2131508.png,-3.041574716567993,4.474740505218506
spec_LA_E_3661306.png,-3.2650253772735596,4.4389495849609375
spec_LA_E_4325150.png,3.5472500324249268,-4.847054958343506
spec_LA_E_6873356.png,-0.9315093159675598,-0.3282589316368103
spec_LA_E_8938637.png,-6.810798645019531,7.177361965179443
spec_LA_E_9715267.png,-0.721616804599762,-0.5492679476737976
spec_LA_E_5555053.png,2.1164724826812744,-4.509175777435303
spec_LA_E_7091396.png,-7.026272773742676,6.555422306060791
spec_LA_E_4636126.png,-5.0017805099487305,2.741868734359741
spec_LA_E_2553134.png,4.115932941436768,-3.730085849761963
spec_LA_E_7620083.png,-3.4675562381744385,3.923229217529297
spec_LA_E_3324859.png,3.233800172805786,-3.6299636363983154
spec_LA_E_5184440.png,-1.16668701171875,-2.180649757385254
spec_LA_E_2839569.png,-3.991863489151001,3.8564724922180176
spec_LA_E_9604092.png,-8.32014274597168,7.392235279083252
spec_LA_E_8816152.png,-5.54815673828125,4.487287998199463
spec_LA_E_5549172.png,-7.760056972503662,8.60051441192627
spec_LA_E_7445982.png,-4.009854793548584,5.927407741546631
spec_LA_E_1774628.png,6.047307968139648,-6.541213512420654
spec_LA_E_3862064.png,-6.750369071960449,8.001558303833008
spec_LA_E_2997838.png,-12.538966178894043,11.150333404541016
spec_LA_E_6847028.png,-3.8363165855407715,4.902287006378174
spec_LA_E_6193124.png,4.41043758392334,-5.0958781242370605
spec_LA_E_1886954.png,-4.037860870361328,4.80509090423584
spec_LA_E_6467211.png,-6.3926825523376465,6.379171848297119
spec_LA_E_2017813.png,-6.806652069091797,4.728914737701416
spec_LA_E_7192895.png,-5.04370641708374,6.709314823150635
spec_LA_E_1843826.png,-10.246806144714355,9.756756782531738
spec_LA_E_7844149.png,5.370655536651611,-5.270649433135986
spec_LA_E_9265617.png,-5.2514190673828125,4.589410781860352
spec_LA_E_9895180.png,-1.8597400188446045,2.7463183403015137
spec_LA_E_4623826.png,-6.677687168121338,7.580349922180176
spec_LA_E_3406487.png,-2.2806637287139893,0.09806902706623077
spec_LA_E_9112008.png,-0.23676012456417084,1.999180555343628
spec_LA_E_4117731.png,-7.618094444274902,8.804736137390137
spec_LA_E_1632927.png,4.727328300476074,-5.52170467376709
spec_LA_E_7657930.png,-5.1338396072387695,6.141523361206055
